TXNAME	GENEID
jgi|Aspni_NRRL3_1|1552|NRRL3_01552	NRRL3_01552
jgi|Aspni_NRRL3_1|1553|NRRL3_01553	NRRL3_01553
jgi|Aspni_NRRL3_1|1554|NRRL3_01554	NRRL3_01554
jgi|Aspni_NRRL3_1|1555|NRRL3_01555	NRRL3_01555
jgi|Aspni_NRRL3_1|1556|NRRL3_01556	NRRL3_01556
jgi|Aspni_NRRL3_1|1557|NRRL3_01557	NRRL3_01557
jgi|Aspni_NRRL3_1|1558|NRRL3_01558	NRRL3_01558
jgi|Aspni_NRRL3_1|1559|NRRL3_01559	NRRL3_01559
jgi|Aspni_NRRL3_1|1560|NRRL3_01560	NRRL3_01560
jgi|Aspni_NRRL3_1|1561|NRRL3_01561	NRRL3_01561
jgi|Aspni_NRRL3_1|1562|NRRL3_01562	NRRL3_01562
jgi|Aspni_NRRL3_1|1563|NRRL3_01563	NRRL3_01563
jgi|Aspni_NRRL3_1|1564|NRRL3_01564	NRRL3_01564
jgi|Aspni_NRRL3_1|1565|NRRL3_01565	NRRL3_01565
jgi|Aspni_NRRL3_1|1566|NRRL3_01566	NRRL3_01566
jgi|Aspni_NRRL3_1|1567|NRRL3_01567	NRRL3_01567
jgi|Aspni_NRRL3_1|1568|NRRL3_01568	NRRL3_01568
jgi|Aspni_NRRL3_1|1569|NRRL3_01569	NRRL3_01569
jgi|Aspni_NRRL3_1|1570|NRRL3_01570	NRRL3_01570
jgi|Aspni_NRRL3_1|1571|NRRL3_01571	NRRL3_01571
jgi|Aspni_NRRL3_1|1572|NRRL3_01572	NRRL3_01572
jgi|Aspni_NRRL3_1|1573|NRRL3_01573	NRRL3_01573
jgi|Aspni_NRRL3_1|1574|NRRL3_01574	NRRL3_01574
jgi|Aspni_NRRL3_1|1575|NRRL3_01575	NRRL3_01575
jgi|Aspni_NRRL3_1|1576|NRRL3_01576	NRRL3_01576
jgi|Aspni_NRRL3_1|1577|NRRL3_01577	NRRL3_01577
jgi|Aspni_NRRL3_1|1578|NRRL3_01578	NRRL3_01578
jgi|Aspni_NRRL3_1|1579|NRRL3_01579	NRRL3_01579
jgi|Aspni_NRRL3_1|1580|NRRL3_01580	NRRL3_01580
jgi|Aspni_NRRL3_1|1581|NRRL3_01581	NRRL3_01581
jgi|Aspni_NRRL3_1|1582|NRRL3_01582	NRRL3_01582
jgi|Aspni_NRRL3_1|1583|NRRL3_01583	NRRL3_01583
jgi|Aspni_NRRL3_1|1584|NRRL3_01584	NRRL3_01584
jgi|Aspni_NRRL3_1|1585|NRRL3_01585	NRRL3_01585
jgi|Aspni_NRRL3_1|1586|NRRL3_01586	NRRL3_01586
jgi|Aspni_NRRL3_1|1587|NRRL3_01587	NRRL3_01587
jgi|Aspni_NRRL3_1|1588|NRRL3_01588	NRRL3_01588
jgi|Aspni_NRRL3_1|1589|NRRL3_01589	NRRL3_01589
jgi|Aspni_NRRL3_1|1590|NRRL3_01590	NRRL3_01590
jgi|Aspni_NRRL3_1|1591|NRRL3_01591	NRRL3_01591
jgi|Aspni_NRRL3_1|1592|NRRL3_01592	NRRL3_01592
jgi|Aspni_NRRL3_1|1593|NRRL3_01593	NRRL3_01593
jgi|Aspni_NRRL3_1|1594|NRRL3_01594	NRRL3_01594
jgi|Aspni_NRRL3_1|1595|NRRL3_01595	NRRL3_01595
jgi|Aspni_NRRL3_1|1596|NRRL3_01596	NRRL3_01596
jgi|Aspni_NRRL3_1|1597|NRRL3_01597	NRRL3_01597
jgi|Aspni_NRRL3_1|1598|NRRL3_01598	NRRL3_01598
jgi|Aspni_NRRL3_1|1599|NRRL3_01599	NRRL3_01599
jgi|Aspni_NRRL3_1|1600|NRRL3_01600	NRRL3_01600
jgi|Aspni_NRRL3_1|1601|NRRL3_01601	NRRL3_01601
jgi|Aspni_NRRL3_1|1602|NRRL3_01602	NRRL3_01602
jgi|Aspni_NRRL3_1|1603|NRRL3_01603	NRRL3_01603
jgi|Aspni_NRRL3_1|1604|NRRL3_01604	NRRL3_01604
jgi|Aspni_NRRL3_1|1605|NRRL3_01605	NRRL3_01605
jgi|Aspni_NRRL3_1|1606|NRRL3_01606	NRRL3_01606
jgi|Aspni_NRRL3_1|1607|NRRL3_01607	NRRL3_01607
jgi|Aspni_NRRL3_1|1608|NRRL3_01608	NRRL3_01608
jgi|Aspni_NRRL3_1|1609|NRRL3_01609	NRRL3_01609
jgi|Aspni_NRRL3_1|1610|NRRL3_01610	NRRL3_01610
jgi|Aspni_NRRL3_1|1611|NRRL3_01611	NRRL3_01611
jgi|Aspni_NRRL3_1|1612|NRRL3_01612	NRRL3_01612
jgi|Aspni_NRRL3_1|1613|NRRL3_01613	NRRL3_01613
jgi|Aspni_NRRL3_1|1614|NRRL3_01614	NRRL3_01614
jgi|Aspni_NRRL3_1|1615|NRRL3_01615	NRRL3_01615
jgi|Aspni_NRRL3_1|1616|NRRL3_01616	NRRL3_01616
jgi|Aspni_NRRL3_1|1617|NRRL3_01617	NRRL3_01617
jgi|Aspni_NRRL3_1|1618|NRRL3_01618	NRRL3_01618
jgi|Aspni_NRRL3_1|1619|NRRL3_01619	NRRL3_01619
jgi|Aspni_NRRL3_1|1620|NRRL3_01620	NRRL3_01620
jgi|Aspni_NRRL3_1|1621|NRRL3_01621	NRRL3_01621
jgi|Aspni_NRRL3_1|1622|NRRL3_01622	NRRL3_01622
jgi|Aspni_NRRL3_1|1623|NRRL3_01623	NRRL3_01623
jgi|Aspni_NRRL3_1|1624|NRRL3_01624	NRRL3_01624
jgi|Aspni_NRRL3_1|1625|NRRL3_01625	NRRL3_01625
jgi|Aspni_NRRL3_1|1626|NRRL3_01626	NRRL3_01626
jgi|Aspni_NRRL3_1|1627|NRRL3_01627	NRRL3_01627
jgi|Aspni_NRRL3_1|1628|NRRL3_01628	NRRL3_01628
jgi|Aspni_NRRL3_1|1629|NRRL3_01629	NRRL3_01629
jgi|Aspni_NRRL3_1|1630|NRRL3_01630	NRRL3_01630
jgi|Aspni_NRRL3_1|1631|NRRL3_01631	NRRL3_01631
jgi|Aspni_NRRL3_1|1632|NRRL3_01632	NRRL3_01632
jgi|Aspni_NRRL3_1|1633|NRRL3_01633	NRRL3_01633
jgi|Aspni_NRRL3_1|1634|NRRL3_01634	NRRL3_01634
jgi|Aspni_NRRL3_1|1635|NRRL3_01635	NRRL3_01635
jgi|Aspni_NRRL3_1|1636|NRRL3_01636	NRRL3_01636
jgi|Aspni_NRRL3_1|1637|NRRL3_01637	NRRL3_01637
jgi|Aspni_NRRL3_1|1638|NRRL3_01638	NRRL3_01638
jgi|Aspni_NRRL3_1|1639|NRRL3_01639	NRRL3_01639
jgi|Aspni_NRRL3_1|1640|NRRL3_01640	NRRL3_01640
jgi|Aspni_NRRL3_1|1641|NRRL3_01641	NRRL3_01641
jgi|Aspni_NRRL3_1|1642|NRRL3_01642	NRRL3_01642
jgi|Aspni_NRRL3_1|1643|NRRL3_01643	NRRL3_01643
jgi|Aspni_NRRL3_1|1644|NRRL3_01644	NRRL3_01644
jgi|Aspni_NRRL3_1|1645|NRRL3_01645	NRRL3_01645
jgi|Aspni_NRRL3_1|1646|NRRL3_01646	NRRL3_01646
jgi|Aspni_NRRL3_1|1647|NRRL3_01647	NRRL3_01647
jgi|Aspni_NRRL3_1|1648|NRRL3_01648	NRRL3_01648
jgi|Aspni_NRRL3_1|1649|NRRL3_01649	NRRL3_01649
jgi|Aspni_NRRL3_1|1650|NRRL3_01650	NRRL3_01650
jgi|Aspni_NRRL3_1|1651|NRRL3_01651	NRRL3_01651
jgi|Aspni_NRRL3_1|1652|NRRL3_01652	NRRL3_01652
jgi|Aspni_NRRL3_1|1653|NRRL3_01653	NRRL3_01653
jgi|Aspni_NRRL3_1|1654|NRRL3_01654	NRRL3_01654
jgi|Aspni_NRRL3_1|1655|NRRL3_01655	NRRL3_01655
jgi|Aspni_NRRL3_1|1656|NRRL3_01656	NRRL3_01656
jgi|Aspni_NRRL3_1|1657|NRRL3_01657	NRRL3_01657
jgi|Aspni_NRRL3_1|1658|NRRL3_01658	NRRL3_01658
jgi|Aspni_NRRL3_1|1659|NRRL3_01659	NRRL3_01659
jgi|Aspni_NRRL3_1|1660|NRRL3_01660	NRRL3_01660
jgi|Aspni_NRRL3_1|1661|NRRL3_01661	NRRL3_01661
jgi|Aspni_NRRL3_1|1662|NRRL3_01662	NRRL3_01662
jgi|Aspni_NRRL3_1|1663|NRRL3_01663	NRRL3_01663
jgi|Aspni_NRRL3_1|1664|NRRL3_01664	NRRL3_01664
jgi|Aspni_NRRL3_1|1665|NRRL3_01665	NRRL3_01665
jgi|Aspni_NRRL3_1|1666|NRRL3_01666	NRRL3_01666
jgi|Aspni_NRRL3_1|1667|NRRL3_01667	NRRL3_01667
jgi|Aspni_NRRL3_1|1668|NRRL3_01668	NRRL3_01668
jgi|Aspni_NRRL3_1|1669|NRRL3_01669	NRRL3_01669
jgi|Aspni_NRRL3_1|1670|NRRL3_01670	NRRL3_01670
jgi|Aspni_NRRL3_1|1671|NRRL3_01671	NRRL3_01671
jgi|Aspni_NRRL3_1|1672|NRRL3_01672	NRRL3_01672
jgi|Aspni_NRRL3_1|1673|NRRL3_01673	NRRL3_01673
jgi|Aspni_NRRL3_1|1674|NRRL3_01674	NRRL3_01674
jgi|Aspni_NRRL3_1|1675|NRRL3_01675	NRRL3_01675
jgi|Aspni_NRRL3_1|1676|NRRL3_01676	NRRL3_01676
jgi|Aspni_NRRL3_1|1677|NRRL3_01677	NRRL3_01677
jgi|Aspni_NRRL3_1|1678|NRRL3_01678	NRRL3_01678
jgi|Aspni_NRRL3_1|1679|NRRL3_01679	NRRL3_01679
jgi|Aspni_NRRL3_1|1680|NRRL3_01680	NRRL3_01680
jgi|Aspni_NRRL3_1|1681|NRRL3_01681	NRRL3_01681
jgi|Aspni_NRRL3_1|1682|NRRL3_01682	NRRL3_01682
jgi|Aspni_NRRL3_1|1683|NRRL3_01683	NRRL3_01683
jgi|Aspni_NRRL3_1|1684|NRRL3_01684	NRRL3_01684
jgi|Aspni_NRRL3_1|1685|NRRL3_01685	NRRL3_01685
jgi|Aspni_NRRL3_1|1686|NRRL3_01686	NRRL3_01686
jgi|Aspni_NRRL3_1|1687|NRRL3_01687	NRRL3_01687
jgi|Aspni_NRRL3_1|1688|NRRL3_01688	NRRL3_01688
jgi|Aspni_NRRL3_1|1689|NRRL3_01689	NRRL3_01689
jgi|Aspni_NRRL3_1|1690|NRRL3_01690	NRRL3_01690
jgi|Aspni_NRRL3_1|1691|NRRL3_01691	NRRL3_01691
jgi|Aspni_NRRL3_1|1692|NRRL3_01692	NRRL3_01692
jgi|Aspni_NRRL3_1|1693|NRRL3_01693	NRRL3_01693
jgi|Aspni_NRRL3_1|1694|NRRL3_01694	NRRL3_01694
jgi|Aspni_NRRL3_1|1695|NRRL3_01695	NRRL3_01695
jgi|Aspni_NRRL3_1|1696|NRRL3_01696	NRRL3_01696
jgi|Aspni_NRRL3_1|1697|NRRL3_01697	NRRL3_01697
jgi|Aspni_NRRL3_1|1698|NRRL3_01698	NRRL3_01698
jgi|Aspni_NRRL3_1|1699|NRRL3_01699	NRRL3_01699
jgi|Aspni_NRRL3_1|1700|NRRL3_01700	NRRL3_01700
jgi|Aspni_NRRL3_1|1701|NRRL3_01701	NRRL3_01701
jgi|Aspni_NRRL3_1|1702|NRRL3_01702	NRRL3_01702
jgi|Aspni_NRRL3_1|1703|NRRL3_01703	NRRL3_01703
jgi|Aspni_NRRL3_1|1704|NRRL3_01704	NRRL3_01704
jgi|Aspni_NRRL3_1|1705|NRRL3_01705	NRRL3_01705
jgi|Aspni_NRRL3_1|1706|NRRL3_01706	NRRL3_01706
jgi|Aspni_NRRL3_1|1707|NRRL3_01707	NRRL3_01707
jgi|Aspni_NRRL3_1|1708|NRRL3_01708	NRRL3_01708
jgi|Aspni_NRRL3_1|1709|NRRL3_01709	NRRL3_01709
jgi|Aspni_NRRL3_1|1710|NRRL3_01710	NRRL3_01710
jgi|Aspni_NRRL3_1|1711|NRRL3_01711	NRRL3_01711
jgi|Aspni_NRRL3_1|1712|NRRL3_01712	NRRL3_01712
jgi|Aspni_NRRL3_1|1713|NRRL3_01713	NRRL3_01713
jgi|Aspni_NRRL3_1|1714|NRRL3_01714	NRRL3_01714
jgi|Aspni_NRRL3_1|1715|NRRL3_01715	NRRL3_01715
jgi|Aspni_NRRL3_1|1716|NRRL3_01716	NRRL3_01716
jgi|Aspni_NRRL3_1|1717|NRRL3_01717	NRRL3_01717
jgi|Aspni_NRRL3_1|1718|NRRL3_01718	NRRL3_01718
jgi|Aspni_NRRL3_1|1719|NRRL3_01719	NRRL3_01719
jgi|Aspni_NRRL3_1|1720|NRRL3_01720	NRRL3_01720
jgi|Aspni_NRRL3_1|1721|NRRL3_01721	NRRL3_01721
jgi|Aspni_NRRL3_1|1722|NRRL3_01722	NRRL3_01722
jgi|Aspni_NRRL3_1|1723|NRRL3_01723	NRRL3_01723
jgi|Aspni_NRRL3_1|1724|NRRL3_01724	NRRL3_01724
jgi|Aspni_NRRL3_1|1725|NRRL3_01725	NRRL3_01725
jgi|Aspni_NRRL3_1|1726|NRRL3_01726	NRRL3_01726
jgi|Aspni_NRRL3_1|1727|NRRL3_01727	NRRL3_01727
jgi|Aspni_NRRL3_1|1728|NRRL3_01728	NRRL3_01728
jgi|Aspni_NRRL3_1|1729|NRRL3_01729	NRRL3_01729
jgi|Aspni_NRRL3_1|1730|NRRL3_01730	NRRL3_01730
jgi|Aspni_NRRL3_1|1731|NRRL3_01731	NRRL3_01731
jgi|Aspni_NRRL3_1|1732|NRRL3_01732	NRRL3_01732
jgi|Aspni_NRRL3_1|1733|NRRL3_01733	NRRL3_01733
jgi|Aspni_NRRL3_1|1734|NRRL3_01734	NRRL3_01734
jgi|Aspni_NRRL3_1|1735|NRRL3_01735	NRRL3_01735
jgi|Aspni_NRRL3_1|1736|NRRL3_01736	NRRL3_01736
jgi|Aspni_NRRL3_1|1737|NRRL3_01737	NRRL3_01737
jgi|Aspni_NRRL3_1|1738|NRRL3_01738	NRRL3_01738
jgi|Aspni_NRRL3_1|1739|NRRL3_01739	NRRL3_01739
jgi|Aspni_NRRL3_1|1740|NRRL3_01740	NRRL3_01740
jgi|Aspni_NRRL3_1|1741|NRRL3_01741	NRRL3_01741
jgi|Aspni_NRRL3_1|1742|NRRL3_01742	NRRL3_01742
jgi|Aspni_NRRL3_1|1743|NRRL3_01743	NRRL3_01743
jgi|Aspni_NRRL3_1|1744|NRRL3_01744	NRRL3_01744
jgi|Aspni_NRRL3_1|1745|NRRL3_01745	NRRL3_01745
jgi|Aspni_NRRL3_1|1746|NRRL3_01746	NRRL3_01746
jgi|Aspni_NRRL3_1|1747|NRRL3_01747	NRRL3_01747
jgi|Aspni_NRRL3_1|1748|NRRL3_01748	NRRL3_01748
jgi|Aspni_NRRL3_1|1749|NRRL3_01749	NRRL3_01749
jgi|Aspni_NRRL3_1|1750|NRRL3_01750	NRRL3_01750
jgi|Aspni_NRRL3_1|1751|NRRL3_01751	NRRL3_01751
jgi|Aspni_NRRL3_1|1752|NRRL3_01752	NRRL3_01752
jgi|Aspni_NRRL3_1|1753|NRRL3_01753	NRRL3_01753
jgi|Aspni_NRRL3_1|1754|NRRL3_01754	NRRL3_01754
jgi|Aspni_NRRL3_1|1755|NRRL3_01755	NRRL3_01755
jgi|Aspni_NRRL3_1|1756|NRRL3_01756	NRRL3_01756
jgi|Aspni_NRRL3_1|1757|NRRL3_01757	NRRL3_01757
jgi|Aspni_NRRL3_1|1758|NRRL3_01758	NRRL3_01758
jgi|Aspni_NRRL3_1|1759|NRRL3_01759	NRRL3_01759
jgi|Aspni_NRRL3_1|1760|NRRL3_01760	NRRL3_01760
jgi|Aspni_NRRL3_1|1761|NRRL3_01761	NRRL3_01761
jgi|Aspni_NRRL3_1|1762|NRRL3_01762	NRRL3_01762
jgi|Aspni_NRRL3_1|1763|NRRL3_01763	NRRL3_01763
jgi|Aspni_NRRL3_1|1764|NRRL3_01764	NRRL3_01764
jgi|Aspni_NRRL3_1|1765|NRRL3_01765	NRRL3_01765
jgi|Aspni_NRRL3_1|1766|NRRL3_01766	NRRL3_01766
jgi|Aspni_NRRL3_1|1767|NRRL3_01767	NRRL3_01767
jgi|Aspni_NRRL3_1|1768|NRRL3_01768	NRRL3_01768
jgi|Aspni_NRRL3_1|1769|NRRL3_01769	NRRL3_01769
jgi|Aspni_NRRL3_1|1770|NRRL3_01770	NRRL3_01770
jgi|Aspni_NRRL3_1|1771|NRRL3_01771	NRRL3_01771
jgi|Aspni_NRRL3_1|1772|NRRL3_01772	NRRL3_01772
jgi|Aspni_NRRL3_1|1773|NRRL3_01773	NRRL3_01773
jgi|Aspni_NRRL3_1|1774|NRRL3_01774	NRRL3_01774
jgi|Aspni_NRRL3_1|1775|NRRL3_01775	NRRL3_01775
jgi|Aspni_NRRL3_1|1776|NRRL3_01776	NRRL3_01776
jgi|Aspni_NRRL3_1|1777|NRRL3_01777	NRRL3_01777
jgi|Aspni_NRRL3_1|1778|NRRL3_01778	NRRL3_01778
jgi|Aspni_NRRL3_1|1779|NRRL3_01779	NRRL3_01779
jgi|Aspni_NRRL3_1|1780|NRRL3_01780	NRRL3_01780
jgi|Aspni_NRRL3_1|1781|NRRL3_01781	NRRL3_01781
jgi|Aspni_NRRL3_1|1782|NRRL3_01782	NRRL3_01782
jgi|Aspni_NRRL3_1|1783|NRRL3_01783	NRRL3_01783
jgi|Aspni_NRRL3_1|1784|NRRL3_01784	NRRL3_01784
jgi|Aspni_NRRL3_1|1785|NRRL3_01785	NRRL3_01785
jgi|Aspni_NRRL3_1|1786|NRRL3_01786	NRRL3_01786
jgi|Aspni_NRRL3_1|1787|NRRL3_01787	NRRL3_01787
jgi|Aspni_NRRL3_1|1788|NRRL3_01788	NRRL3_01788
jgi|Aspni_NRRL3_1|1789|NRRL3_01789	NRRL3_01789
jgi|Aspni_NRRL3_1|1790|NRRL3_01790	NRRL3_01790
jgi|Aspni_NRRL3_1|1791|NRRL3_01791	NRRL3_01791
jgi|Aspni_NRRL3_1|1792|NRRL3_01792	NRRL3_01792
jgi|Aspni_NRRL3_1|1793|NRRL3_01793	NRRL3_01793
jgi|Aspni_NRRL3_1|1794|NRRL3_01794	NRRL3_01794
jgi|Aspni_NRRL3_1|1795|NRRL3_01795	NRRL3_01795
jgi|Aspni_NRRL3_1|1796|NRRL3_01796	NRRL3_01796
jgi|Aspni_NRRL3_1|1797|NRRL3_01797	NRRL3_01797
jgi|Aspni_NRRL3_1|1798|NRRL3_01798	NRRL3_01798
jgi|Aspni_NRRL3_1|1799|NRRL3_01799	NRRL3_01799
jgi|Aspni_NRRL3_1|1800|NRRL3_01800	NRRL3_01800
jgi|Aspni_NRRL3_1|1801|NRRL3_01801	NRRL3_01801
jgi|Aspni_NRRL3_1|1802|NRRL3_01802	NRRL3_01802
jgi|Aspni_NRRL3_1|1803|NRRL3_01803	NRRL3_01803
jgi|Aspni_NRRL3_1|1804|NRRL3_01804	NRRL3_01804
jgi|Aspni_NRRL3_1|1805|NRRL3_01805	NRRL3_01805
jgi|Aspni_NRRL3_1|1806|NRRL3_01806	NRRL3_01806
jgi|Aspni_NRRL3_1|1807|NRRL3_01807	NRRL3_01807
jgi|Aspni_NRRL3_1|1808|NRRL3_01808	NRRL3_01808
jgi|Aspni_NRRL3_1|1809|NRRL3_01809	NRRL3_01809
jgi|Aspni_NRRL3_1|1810|NRRL3_01810	NRRL3_01810
jgi|Aspni_NRRL3_1|1811|NRRL3_01811	NRRL3_01811
jgi|Aspni_NRRL3_1|1812|NRRL3_01812	NRRL3_01812
jgi|Aspni_NRRL3_1|1813|NRRL3_01813	NRRL3_01813
jgi|Aspni_NRRL3_1|1814|NRRL3_01814	NRRL3_01814
jgi|Aspni_NRRL3_1|1815|NRRL3_01815	NRRL3_01815
jgi|Aspni_NRRL3_1|1816|NRRL3_01816	NRRL3_01816
jgi|Aspni_NRRL3_1|1817|NRRL3_01817	NRRL3_01817
jgi|Aspni_NRRL3_1|1818|NRRL3_01818	NRRL3_01818
jgi|Aspni_NRRL3_1|1819|NRRL3_01819	NRRL3_01819
jgi|Aspni_NRRL3_1|1820|NRRL3_01820	NRRL3_01820
jgi|Aspni_NRRL3_1|1821|NRRL3_01821	NRRL3_01821
jgi|Aspni_NRRL3_1|1822|NRRL3_01822	NRRL3_01822
jgi|Aspni_NRRL3_1|1823|NRRL3_01823	NRRL3_01823
jgi|Aspni_NRRL3_1|1824|NRRL3_01824	NRRL3_01824
jgi|Aspni_NRRL3_1|1825|NRRL3_01825	NRRL3_01825
jgi|Aspni_NRRL3_1|1826|NRRL3_01826	NRRL3_01826
jgi|Aspni_NRRL3_1|1827|NRRL3_01827	NRRL3_01827
jgi|Aspni_NRRL3_1|1828|NRRL3_01828	NRRL3_01828
jgi|Aspni_NRRL3_1|1829|NRRL3_01829	NRRL3_01829
jgi|Aspni_NRRL3_1|1830|NRRL3_01830	NRRL3_01830
jgi|Aspni_NRRL3_1|1831|NRRL3_01831	NRRL3_01831
jgi|Aspni_NRRL3_1|1832|NRRL3_01832	NRRL3_01832
jgi|Aspni_NRRL3_1|1833|NRRL3_01833	NRRL3_01833
jgi|Aspni_NRRL3_1|1834|NRRL3_01834	NRRL3_01834
jgi|Aspni_NRRL3_1|1835|NRRL3_01835	NRRL3_01835
jgi|Aspni_NRRL3_1|1836|NRRL3_01836	NRRL3_01836
jgi|Aspni_NRRL3_1|1837|NRRL3_01837	NRRL3_01837
jgi|Aspni_NRRL3_1|1838|NRRL3_01838	NRRL3_01838
jgi|Aspni_NRRL3_1|1839|NRRL3_01839	NRRL3_01839
jgi|Aspni_NRRL3_1|1840|NRRL3_01840	NRRL3_01840
jgi|Aspni_NRRL3_1|1841|NRRL3_01841	NRRL3_01841
jgi|Aspni_NRRL3_1|1842|NRRL3_01842	NRRL3_01842
jgi|Aspni_NRRL3_1|1843|NRRL3_01843	NRRL3_01843
jgi|Aspni_NRRL3_1|1844|NRRL3_01844	NRRL3_01844
jgi|Aspni_NRRL3_1|1845|NRRL3_01845	NRRL3_01845
jgi|Aspni_NRRL3_1|1846|NRRL3_01846	NRRL3_01846
jgi|Aspni_NRRL3_1|1847|NRRL3_01847	NRRL3_01847
jgi|Aspni_NRRL3_1|1848|NRRL3_01848	NRRL3_01848
jgi|Aspni_NRRL3_1|1849|NRRL3_01849	NRRL3_01849
jgi|Aspni_NRRL3_1|1850|NRRL3_01850	NRRL3_01850
jgi|Aspni_NRRL3_1|1851|NRRL3_01851	NRRL3_01851
jgi|Aspni_NRRL3_1|1852|NRRL3_01852	NRRL3_01852
jgi|Aspni_NRRL3_1|1853|NRRL3_01853	NRRL3_01853
jgi|Aspni_NRRL3_1|1854|NRRL3_01854	NRRL3_01854
jgi|Aspni_NRRL3_1|1855|NRRL3_01855	NRRL3_01855
jgi|Aspni_NRRL3_1|1856|NRRL3_01856	NRRL3_01856
jgi|Aspni_NRRL3_1|1857|NRRL3_01857	NRRL3_01857
jgi|Aspni_NRRL3_1|1858|NRRL3_01858	NRRL3_01858
jgi|Aspni_NRRL3_1|1859|NRRL3_01859	NRRL3_01859
jgi|Aspni_NRRL3_1|1860|NRRL3_01860	NRRL3_01860
jgi|Aspni_NRRL3_1|1861|NRRL3_01861	NRRL3_01861
jgi|Aspni_NRRL3_1|1862|NRRL3_01862	NRRL3_01862
jgi|Aspni_NRRL3_1|1863|NRRL3_01863	NRRL3_01863
jgi|Aspni_NRRL3_1|1864|NRRL3_01864	NRRL3_01864
jgi|Aspni_NRRL3_1|1865|NRRL3_01865	NRRL3_01865
jgi|Aspni_NRRL3_1|1866|NRRL3_01866	NRRL3_01866
jgi|Aspni_NRRL3_1|1867|NRRL3_01867	NRRL3_01867
jgi|Aspni_NRRL3_1|1868|NRRL3_01868	NRRL3_01868
jgi|Aspni_NRRL3_1|1869|NRRL3_01869	NRRL3_01869
jgi|Aspni_NRRL3_1|1870|NRRL3_01870	NRRL3_01870
jgi|Aspni_NRRL3_1|1871|NRRL3_01871	NRRL3_01871
jgi|Aspni_NRRL3_1|1872|NRRL3_01872	NRRL3_01872
jgi|Aspni_NRRL3_1|1873|NRRL3_01873	NRRL3_01873
jgi|Aspni_NRRL3_1|1874|NRRL3_01874	NRRL3_01874
jgi|Aspni_NRRL3_1|1875|NRRL3_01875	NRRL3_01875
jgi|Aspni_NRRL3_1|1876|NRRL3_01876	NRRL3_01876
jgi|Aspni_NRRL3_1|1877|NRRL3_01877	NRRL3_01877
jgi|Aspni_NRRL3_1|1878|NRRL3_01878	NRRL3_01878
jgi|Aspni_NRRL3_1|1879|NRRL3_01879	NRRL3_01879
jgi|Aspni_NRRL3_1|1880|NRRL3_01880	NRRL3_01880
jgi|Aspni_NRRL3_1|1881|NRRL3_01881	NRRL3_01881
jgi|Aspni_NRRL3_1|1882|NRRL3_01882	NRRL3_01882
jgi|Aspni_NRRL3_1|1883|NRRL3_01883	NRRL3_01883
jgi|Aspni_NRRL3_1|1884|NRRL3_01884	NRRL3_01884
jgi|Aspni_NRRL3_1|1885|NRRL3_01885	NRRL3_01885
jgi|Aspni_NRRL3_1|1886|NRRL3_01886	NRRL3_01886
jgi|Aspni_NRRL3_1|1887|NRRL3_01887	NRRL3_01887
jgi|Aspni_NRRL3_1|1888|NRRL3_01888	NRRL3_01888
jgi|Aspni_NRRL3_1|1889|NRRL3_01889	NRRL3_01889
jgi|Aspni_NRRL3_1|1890|NRRL3_01890	NRRL3_01890
jgi|Aspni_NRRL3_1|1891|NRRL3_01891	NRRL3_01891
jgi|Aspni_NRRL3_1|1892|NRRL3_01892	NRRL3_01892
jgi|Aspni_NRRL3_1|1893|NRRL3_01893	NRRL3_01893
jgi|Aspni_NRRL3_1|1894|NRRL3_01894	NRRL3_01894
jgi|Aspni_NRRL3_1|1895|NRRL3_01895	NRRL3_01895
jgi|Aspni_NRRL3_1|1896|NRRL3_01896	NRRL3_01896
jgi|Aspni_NRRL3_1|1897|NRRL3_01897	NRRL3_01897
jgi|Aspni_NRRL3_1|1898|NRRL3_01898	NRRL3_01898
jgi|Aspni_NRRL3_1|1899|NRRL3_01899	NRRL3_01899
jgi|Aspni_NRRL3_1|1900|NRRL3_01900	NRRL3_01900
jgi|Aspni_NRRL3_1|1901|NRRL3_01901	NRRL3_01901
jgi|Aspni_NRRL3_1|1902|NRRL3_01902	NRRL3_01902
jgi|Aspni_NRRL3_1|1903|NRRL3_01903	NRRL3_01903
jgi|Aspni_NRRL3_1|1904|NRRL3_01904	NRRL3_01904
jgi|Aspni_NRRL3_1|1905|NRRL3_01905	NRRL3_01905
jgi|Aspni_NRRL3_1|1906|NRRL3_01906	NRRL3_01906
jgi|Aspni_NRRL3_1|1907|NRRL3_01907	NRRL3_01907
jgi|Aspni_NRRL3_1|1908|NRRL3_01908	NRRL3_01908
jgi|Aspni_NRRL3_1|1909|NRRL3_01909	NRRL3_01909
jgi|Aspni_NRRL3_1|1910|NRRL3_01910	NRRL3_01910
jgi|Aspni_NRRL3_1|1911|NRRL3_01911	NRRL3_01911
jgi|Aspni_NRRL3_1|1912|NRRL3_01912	NRRL3_01912
jgi|Aspni_NRRL3_1|1913|NRRL3_01913	NRRL3_01913
jgi|Aspni_NRRL3_1|1914|NRRL3_01914	NRRL3_01914
jgi|Aspni_NRRL3_1|1915|NRRL3_01915	NRRL3_01915
jgi|Aspni_NRRL3_1|1916|NRRL3_01916	NRRL3_01916
jgi|Aspni_NRRL3_1|1917|NRRL3_01917	NRRL3_01917
jgi|Aspni_NRRL3_1|1918|NRRL3_01918	NRRL3_01918
jgi|Aspni_NRRL3_1|1919|NRRL3_01919	NRRL3_01919
